StreetA,OddA1,OddA2,EvA1,EvA2,WardA,SubwardA,StreetB,OddbB,OddB2,EvB1,EvB2,WardB,SubwardB
SILVER SHADOW PATH,1.0,85,2.0,84,2.0,73.0,SISKIN TER,3.0,33,24.0,28,25.0,10.0
SILVER SPRINGS BLVD,25.0,45,,,22.0,27.0,SIX NATIONS AVE,1.0,47,4.0,46,24.0,22.0
SILVER SPRINGS BLVD,65.0,149,60.0,222,22.0,28.0,SIX POINT RD,3.0,105,,,3.0,26.0
SILVER SPRINGS BLVD,165.0,325,260.0,300,22.0,29.0,SIX POINT RD,,,6.0,146,3.0,24.0
SILVER SPRUCE DR,3.0,49,2.0,36,22.0,19.0,SIXTEENTH ST,5.0,59,2.0,144,3.0,74.0
SILVER STAR BLVD,15.0,211,50.0,210,22.0,42.0,SIXTEENTH ST,63.0,143,,,3.0,68.0
SILVER STAR BLVD,301.0,385,300.0,300,22.0,12.0,SIXTH ST,1.0,129,2.0,128,3.0,70.0
SILVER STAR BLVD,633.0,681,648.0,680,22.0,4.0,SIXTH ST,15.0,25,,,10.0,95.0
SILVERBELL GRV,,,8.0,50,25.0,7.0,SIXTH ST,131.0,297,130.0,270,3.0,68.0
SILVERCREST AVE,5.0,47,10.0,50,3.0,84.0,SKAGWAY AVE,7.0,67,8.0,60X,20.0,29.0
SILVERDALE CRES,3.0,7,4.0,10,16.0,21.0,SKEENS LANE,1.0,39,8.0,18,3.0,79.0
SILVERGROVE RD,1.0,35,2.0,42,15.0,4.0,SKELDING CRT,3.0,37,4.0,42,25.0,49.0
SILVERGROVE RD,,,48.0,48,15.0,3.0,SKELMORE CRES,7.0,35,2.0,24,16.0,4.0
SILVERHILL DR,31.0,181,18.0,160,3.0,23.0,SKELTON ST,1.0,53,2.0,36,3.0,61.0
SILVERSAND PL,,,4.0,10,24.0,10.0,SKEY LANE,17.0,25,14.0,16,10.0,1.0
SILVERSTED DR,1.0,111,2.0,110,23.0,29.0,SKIPPERHILL CRES,5.0,65,4.0,64,25.0,1.0
SILVERSTONE DR,45.0,55,,,1.0,12.0,SKIPTON CRT,3.0,21,2.0,20,6.0,41.0
SILVERSTONE DR,63.0,249,62.0,274,1.0,6.0,SKYE CRT,1.0,15,2.0,14,7.0,9.0
SILVERSTONE DR,257.0,275,,,1.0,2.0,SKYLARK RD,1.0,73,2.0,78,4.0,2.0
SILVERSTONE DR,301.0,415,282.0,408,1.0,7.0,SKYMARK DR,55.0,65,,,17.0,29.0
SILVERSTONE DR,431.0,517,436.0,548,1.0,13.0,SKYMARK DR,85.0,89,,,17.0,30.0
SILVERTHORN AVE,3.0,291,2.0,196,9.0,13.0,SKYRIDGE RD,1.0,37,2.0,40,24.0,11.0
SILVERTHORN AVE,293.0,341,200.0,324A,9.0,5.0,SKYVIEW CRES,1.0,37,6.0,60,17.0,62.0
SILVERTHORN AVE,351.0,569,326.0,556,5.0,41.0,SKYWAY AVE,15.0,285,20.0,200,1.0,35.0
SILVERTHORNE BUSH,1.0,25,2.0,56,2.0,77.0,SLADE AVE,1.0,25,2.0,18,12.0,59.0
DR,,,,,,,SLAN AVE,19.0,93,20.0,102,24.0,19.0
SILVERTIP CRES,1.0,25,2.0,26,24.0,38.0,SLAN AVE,103.0,127,108.0,126,24.0,17.0
SILVERTON AVE,3.0,41,2.0,38,6.0,33.0,SLANE CRT,3.0,21,2.0,8,1.0,24.0
SILVERVIEW DR,1.0,51,2.0,54,18.0,17.0,SLATER CRT,1.0,21,2.0,20,6.0,51.0
SILVERWOOD AVE,1.0,21,2.0,22,12.0,10.0,SLENDER FERNWAY,1.0,41,2.0,20,17.0,39.0
SILVIO AVE,3.0,55,4.0,54,20.0,44.0,SLIDELL CRES,23.0,51,2.0,50,16.0,6.0
SILVIO AVE,63.0,93,56.0,108,20.0,6.0,SLINGSBY LANE,1.0,27,,,18.0,48.0
SIMCOE ST,43.0,151,50.0,116,10.0,27.0,SLOANE AVE,39.0,111,26.0,132,16.0,35.0
SIMCOE ST,,,126.0,128,10.0,25.0,SLOANE AVE,117.0,173,138.0,188,16.0,33.0
SIMCOE ST,,,132.0,138,10.0,27.0,SLOANE AVE,181.0,221,194.0,242,16.0,34.0
SIMCOE ST,,,140.0,140,10.0,40.0,SLOLEY RD,7.0,7,,,20.0,31.0
SIMCOE ST,,,142.0,168,10.0,27.0,SLOLEY RD,31.0,79,50.0,78,20.0,28.0
SIMCOE ST,,,180.0,206,10.0,20.0,SLOPING SKY MEWS,63.0,77,,,10.0,56.0
SIMCOE ST,,,210.0,210,10.0,21.0,SLOPING SKY MEWS,,,80.0,96,10.0,54.0
SIMCOE ST,225.0,233,220.0,248,10.0,20.0,SLOPING SKY MEWS,81.0,99,,,10.0,55.0
SIMCOE ST,,,280.0,288,11.0,79.0,SMALL ST,7.0,11R,2.0,2,10.0,90.0
SIMCOE ST,,,300.0,300,11.0,77.0,SMALLWOOD DR,7.0,23,2.0,18,6.0,46.0
SIMEON CRT,1.0,19,14.0,20,17.0,16.0,SMITH CRES,7.0,7,4.0,40,3.0,32.0
SIMPSON AVE,5.0,215,12.0,214,14.0,33.0,SMITHFIELD DR,5.0,53,6.0,54,3.0,31.0
SIMPSON AVE,13.0,135,16.0,186,3.0,37.0,SMITHWOOD DR,15.0,111,16.0,154,2.0,65.0
SIMS CRES,3.0,17X,2.0,8X,1.0,18.0,SMITHY CRT,1.0,15,,,25.0,39.0
SINCLAIR ST,3.0,17,,,3.0,36.0,SNAPDRAGON DR,5.0,71,2.0,66,17.0,46.0
SINGER CRT,1.0,33,,,17.0,67.0,SNARESBROOK DR,1.0,39,4.0,40,1.0,48.0
SINGLETON RD,7.0,81,14.0,68,21.0,55.0,SNEATH AVE,1.0,11,2.0,2,20.0,56.0
SINNOTT RD,105.0,117,80.0,128,20.0,5.0,SNIDER AVE,1.0,97,10.0,96,8.0,48.0
SINTON CRT,,,2.0,26,6.0,48.0,SNOOKER ST,1.0,1,,,10.0,8.0
SIR RAYMOND DR,3.0,69,4.0,72,24.0,53.0,SNOWBALL CRES,7.0,95,12.0,96,23.0,40.0
STREET NAME                   ODD               EVEN             WD SUB        STREET NAME                   ODD               EVEN             WD SUB,,,,,,,,,,,,,
SNOWBERRY AVE,5.0,23,6.0,22.0,5.0,2.0,SOUTH SHIELDS AVE,19.0,47,,,23.0,25.0
SNOWCREST AVE,1.0,93,2.0,94.0,17.0,16.0,SOUTH SHIELDS AVE,,,20,42,23.0,24.0
SNOWDEN ST,1.0,19,4.0,24.0,7.0,56.0,SOUTH STATION ST,29.0,45A,36,40,5.0,23.0
SNOWDON AVE,29.0,129,4.0,130.0,15.0,18.0,SOUTH WOODROW BLVD,5.0,223,48,228,20.0,41.0
SNOWDON AVE,133.0,287,134.0,256.0,15.0,11.0,SOUTHAMPTON DR,3.0,93,4,98,21.0,59.0
SNOWELLEN AVE,1.0,1,2.0,10.0,2.0,79.0,SOUTHBOURNE AVE,9.0,37,4,38,6.0,34.0
SNOWGOOSE TER,9.0,19,2.0,18.0,25.0,18.0,SOUTHGATE AVE,9.0,35,8,38,6.0,34.0
SNOWHILL CRES,1.0,99,2.0,104.0,23.0,50.0,SOUTHILL DR,1.0,125,2,120,16.0,29.0
SNOWOOD CRT,5.0,113,6.0,108.0,7.0,50.0,SOUTHLAWN DR,1.0,45,2,50,22.0,41.0
SNOWSHOE MILLWAY,1.0,69,4.0,44.0,15.0,6.0,SOUTHLEA AVE,1.0,35,2,34,15.0,53.0
SNOWY OWL WAY,1.0,77,6.0,78.0,23.0,16.0,SOUTHMEAD RD,1.0,47,2,46,20.0,1.0
SOHO SQ,37.0,55,44.0,58.0,10.0,18.0,SOUTHPORT ST,5.0,31,,,4.0,42.0
SOHO ST,3.0,25,10.0,26.0,10.0,18.0,SOUTHPORT ST,,,20,24,4.0,46.0
SOLIDARITY WAY,25.0,25,,,10.0,8.0,SOUTHPORT ST,,,34,50,4.0,42.0
SOLITUDE ST,1.0,11,2.0,12.0,23.0,17.0,SOUTHPORT ST,45.0,65,,,4.0,45.0
SOLSTICE DR,1.0,41,6.0,38.0,23.0,17.0,SOUTHPORT ST,,,60,60,4.0,44.0
SOLWAY CRT,,,2.0,40.0,22.0,38.0,SOUTHRIDGE AVE,1.0,19,2,28,19.0,19.0
SOMBRERO CRT,23.0,33,6.0,32.0,7.0,1.0,SOUTHVALE DR,3.0,135,,,15.0,53.0
SOMERDALE SQ,3.0,65,2.0,62.0,24.0,42.0,SOUTHVALE DR,,,26,52,15.0,52.0
SOMERS AVE,1.0,23,2.0,20.0,14.0,24.0,SOUTHVALE DR,,,54,112,15.0,53.0
SOMERSET AVE,1.0,93,2.0,106.0,9.0,22.0,SOUTHVIEW AVE,1.0,27,,,9.0,25.0
SOMERVILLE AVE,1.0,37,2.0,30.0,5.0,45.0,SOUTHWAY RD,3.0,15,2,10,2.0,40.0
SOMMERSET WAY,,,18.0,28.0,18.0,41.0,SOUTHWELL DR,1.0,61,2,64,16.0,23.0
SONATA CRES,1.0,19,2.0,20.0,15.0,13.0,SOUTHWOOD DR,9.0,21,10,110,19.0,59.0
SONG MEADOWAY,15.0,163,2.0,188.0,17.0,9.0,SOUTHWOOD DR,39.0,125,,,19.0,43.0
SONGWOOD DR,5.0,79,2.0,80.0,7.0,46.0,SPADINA AVE,,,2A,2H,10.0,64.0
SONMORE DR,3.0,113,4.0,112.0,23.0,51.0,SPADINA AVE,,,4A,4K,10.0,63.0
SONNECK SQ,1.0,73,2.0,76.0,24.0,53.0,SPADINA AVE,,,6,64,10.0,52.0
SONNET CRT,1.0,25,6.0,24.0,5.0,27.0,SPADINA AVE,9.0,17,,,10.0,65.0
SONOMA WAY,1.0,45,4.0,30.0,1.0,1.0,SPADINA AVE,23.0,163B,,,10.0,28.0
SONORA TER,,,2.0,16.0,20.0,37.0,SPADINA AVE,,,72,154,10.0,38.0
SOPHIA DR,3.0,79,4.0,72.0,24.0,22.0,SPADINA AVE,,,160,280,10.0,17.0
SOPHIA LOREN CRT,3.0,9,2.0,8.0,1.0,3.0,SPADINA AVE,165.0,283,,,10.0,18.0
SORAUREN AVE,1.0,63,6.0,74.0,4.0,57.0,SPADINA AVE,285.0,441,,,11.0,76.0
SORAUREN AVE,65.0,129,,,4.0,58.0,SPADINA AVE,,,292,374,11.0,72.0
SORAUREN AVE,,,76.0,136.0,4.0,54.0,SPADINA AVE,,,376,474,11.0,73.0
SORAUREN AVE,143.0,393A,138.0,250.0,4.0,52.0,SPADINA AVE,455.0,617,480,486,11.0,57.0
SORAUREN AVE,,,256.0,306.0,4.0,53.0,SPADINA AVE,,,502,502,11.0,74.0
SORAUREN AVE,,,308.0,376.0,4.0,51.0,SPADINA AVE,,,502R,646,11.0,57.0
SORLYN AVE,13.0,111,14.0,72.0,5.0,10.0,SPADINA AVE,631.0,725,648,656A,11.0,55.0
SORREL CRT,,,2.0,12.0,17.0,20.0,SPADINA AVE,,,666,666,11.0,56.0
SORRENTO CRT,19.0,31,10.0,30.0,7.0,51.0,SPADINA AVE,,,698,750,11.0,55.0
SOUDAN AVE,5.0,277,,,12.0,24.0,SPADINA CRES,1.0,563,540,568,11.0,57.0
SOUDAN AVE,,,30.0,226.0,12.0,22.0,SPADINA RD,,,2,10,11.0,9.0
SOUDAN AVE,303.0,601,252.0,516.0,15.0,57.0,SPADINA RD,7.0,45,,,11.0,11.0
SOUDAN AVE,609.0,713,524.0,616.0,15.0,55.0,SPADINA RD,,,14,14,11.0,10.0
SOUSA MENDES ST,5.0,45,2.0,50.0,9.0,20.0,SPADINA RD,,,16,186,11.0,9.0
SOUTER CRT,1.0,35,2.0,38.0,22.0,1.0,SPADINA RD,51.0,117,,,11.0,12.0
SOUTH BONNINGTON,1.0,111,32.0,92.0,20.0,41.0,SPADINA RD,123.0,123,,,11.0,13.0
AVE,,,,,,,SPADINA RD,143.0,151,,,11.0,12.0
SOUTH DR,7.0,51,4.0,60.0,11.0,24.0,SPADINA RD,153.0,237A,,,11.0,16.0
SOUTH DR,63.0,157,64.0,160.0,11.0,30.0,SPADINA RD,,,196,270,12.0,70.0
SOUTH EDGELY AVE,17.0,163,16.0,146.0,20.0,41.0,SPADINA RD,239.0,325,,,12.0,69.0
SOUTH KINGSLEA DR,1.0,41,2.0,42.0,3.0,29.0,SPADINA RD,,,272,326,12.0,62.0
SOUTH KINGSLEA DR,45.0,45,,,3.0,30.0,SPADINA RD,,,326A,340,12.0,48.0
SOUTH KINGSWAY,1.0,199,4.0,254.0,4.0,42.0,SPADINA RD,329.0,413A,,,12.0,42.0
SOUTH KINGSWAY,209.0,305,256.0,308.0,4.0,40.0,SPADINA RD,,,342,470,12.0,47.0
SOUTH MARINE DR,1.0,63,2.0,54.0,24.0,53.0,SPADINA RD,415.0,793,,,12.0,43.0
STREET NAME                   ODD               EVEN             WD SUB        STREET NAME                   ODD               EVEN             WD SUB,,,,,,,,,,,,,
MURRAY ROSS PKWY,227.0,435,498X,498X,7.0,25.0,NEARWOOD GT,1.0,3.0,2,4,22.0,40.0
MURRAY ROSS PKWY,,,500,500,7.0,20.0,NEBULA STARWAY,1.0,19.0,2,36,17.0,58.0
MURRAY ROSS PKWY,989.0,989,1000,1000,7.0,13.0,NEDDIE DR,1.0,123.0,2,124,22.0,60.0
MURRAY ST,,,2,60,11.0,77.0,NEEDHAM DR,1.0,19.0,4,22,1.0,37.0
MURRIE ST,9.0,101,10,102,3.0,67.0,NEEDLE FIRWAY,5.0,36.0,2,36,7.0,41.0
MUSGRAVE ST,1.0,29,50,50,19.0,40.0,NEELANDS CRES,1.0,59.0,2,58,24.0,12.0
MUSKOKA AVE,13.0,41,10,42,3.0,78.0,NEEPAWA AVE,1.0,15.0,,,4.0,51.0
MUSKOX DR,11.0,99,2,100,25.0,18.0,NEEPAWA AVE,,,2,20,4.0,16.0
MUTUAL ST,3.0,89,10,50,13.0,72.0,NEIGHBOURHOOD LANE,1.0,25.0,10,10,3.0,30.0
MUTUAL ST,,,78,88,13.0,53.0,NEILOR CRES,1.0,33.0,2,44,2.0,79.0
MUTUAL ST,101.0,177,,,13.0,54.0,NEILSON AVE,7.0,105.0,6,94,20.0,28.0
MUTUAL ST,,,106,126,13.0,52.0,NEILSON DR,11.0,119.0,14,48A,2.0,79.0
MUTUAL ST,189.0,231,150,238,13.0,47.0,NEILSON DR,,,52,52,2.0,80.0
MUTUAL ST,249.0,339A,246,254,13.0,38.0,NEILSON DR,,,56,122,2.0,79.0
MYERS LANE,5.0,23,6,20,17.0,5.0,NEILSON PARK DR,,,16,54,25.0,8.0
MYLESVIEW PL,1.0,9,2,12,18.0,87.0,NEILSON RD,9.0,9.0,,,24.0,15.0
MYRNA LANE,3.0,31,4,32,23.0,24.0,NEILSON RD,25.0,25.0,,,24.0,11.0
MYRTLE AVE,5.0,57,2,62,14.0,39.0,NEILSON RD,1085.0,1301.0,,,25.0,7.0
MYSTIC AVE,1.0,69,2,70,20.0,48.0,NEILSON RD,1315.0,1315.0,,,25.0,5.0
NABOB CRES,3.0,87,4,92,25.0,13.0,NEILSON RD,1319.0,1319.0,,,25.0,6.0
NAGEL RD,1.0,27,2,26,6.0,48.0,NEILSON RD,1321.0,1371.0,,,25.0,7.0
NAHANNI TER,1.0,55,2,42,23.0,39.0,NEILSON RD,,,1370,1370,23.0,39.0
NAIRN AVE,1.0,83,2,216,9.0,12.0,NEILSON RD,,,1390,1470R,23.0,36.0
NAIRN AVE,87.0,219,,,9.0,9.0,NEILSON RD,1555.0,1575.0,,,25.0,8.0
NAIRN AVE,221.0,373,218,410,9.0,2.0,NEILSON RD,,,1600,1730,23.0,35.0
NAIRN AVE,379.0,569,418,580,9.0,1.0,NEILSON RD,1663.0,1663.0,,,25.0,1.0
NAMCO RD,,,6,18,1.0,37.0,NEILTREE CRT,1.0,25.0,4,20,2.0,79.0
NANABERRY ST,3.0,29,4,30,25.0,1.0,NELLES AVE,1.0,35.0,10,32,4.0,39.0
NANCY POCOCK PL,11.0,23,10,24,11.0,59.0,NELSON RD,35.0,35.0,,,7.0,13.0
NANTON AVE,1.0,53,18,50,11.0,30.0,NELSON ST,3.0,37.0,4A,34,21.0,65.0
NANTUCKET BLVD,1.0,49X,6,30,21.0,32.0,NELSON ST,,,4,86,10.0,27.0
NANTUCKET BLVD,51.0,345,140X,332,21.0,21.0,NELSON ST,11.0,25.0,,,10.0,25.0
NAPANEE CRT,,,70,138,10.0,17.0,NELSON ST,29.0,29.0,,,10.0,27.0
NASH DR,1.0,97,18,76,6.0,42.0,NELSON ST,43.0,149.0,56,136,24.0,46.0
NASHDENE RD,55.0,151,50,150,23.0,18.0,NEPTUNE DR,21.0,93.0,2,122,8.0,10.0
NASHLAND AVE,3.0,19,2,20,2.0,31.0,NEPTUNE DR,125.0,155.0,130,160,8.0,13.0
NASHVILLE AVE,1.0,31,14,30,5.0,42.0,NERO CRT,,,2,20,21.0,59.0
NASMITH AVE,1.0,45,2,48,13.0,29.0,NESBITT DR,1.0,69.0,2,68,11.0,28.0
NASSAU ST,3.0,65,2,64,11.0,73.0,NESS DR,1.0,1.0,,,16.0,7.0
NASSAU ST,67.0,135,66,152,11.0,72.0,NESS DR,,,18,24,16.0,6.0
NATAL AVE,15.0,137X,2,126X,20.0,32.0,NESTON AVE,1.0,21.0,14,20,20.0,17.0
NATALIE PL,23.0,103,4,102,14.0,51.0,NET DR,25.0,25.0,,,4.0,62.0
NATIONAL ST,13.0,115,40,80,20.0,33.0,NETHERAVON RD,3.0,11.0,4,12,24.0,9.0
NATIONAL ST,123.0,127,,,20.0,29.0,NETHERLY DR,3.0,35.0,4,56,1.0,6.0
NATURE PTWY,1.0,81,2,80,25.0,26.0,NETTLECREEK CRES,3.0,105.0,4,100,23.0,6.0
NAUTICAL LANE,,,2,16,3.0,67.0,NEVADA AVE,5.0,47.0,2,48,18.0,13.0
NAVAHO DR,3.0,99,4,98,17.0,32.0,NEVILLE PARK BLVD,1.0,197.0,2,200,19.0,63.0
NAVARRE CRES,3.0,15,12,18,24.0,42.0,NEW FOREST SQ,1.0,129.0,2,130,22.0,4.0
NAVENBY CRES,5.0,37,6,154,7.0,3.0,NEW HAVEN DR,3.0,5.0,2,30,8.0,61.0
NAVENBY CRES,41.0,153,,,7.0,5.0,NEW HEIGHTS CRT,,,6,20,8.0,14.0
NAVY WHARF CRT,3.0,11,10,10,10.0,65.0,NEW ST,3.0,25.0,2,4,11.0,20.0
NAVY WHARF CRT,65.0,65,,,10.0,28.0,NEW TORONTO ST,175.0,207.0,188,300,3.0,68.0
NAVY WHARF CRT,81.0,81,,,10.0,68.0,NEW TORONTO ST,221.0,225.0,,,3.0,74.0
NAVY WHARF CRT,83.0,89R,,,10.0,28.0,NEWARK RD,1.0,3.0,2,4,24.0,19.0
NEALON AVE,1.0,59,2,88,14.0,15.0,NEWBOLD AVE,1.0,11.0,4,8,19.0,49.0
NEALON AVE,61.0,73,90,102,14.0,19.0,NEWBRIDGE RD,11.0,25.0,12,30,3.0,33.0
NEAMES CRES,9.0,117,2,138,7.0,55.0,NEWBURY LANE,9.0,19.0,8,18,6.0,34.0
NEAPOLITAN DR,1.0,57,2,58,21.0,18.0,NEWCASTLE ST,27.0,77.0,8,66,3.0,39.0
STREET NAME                   ODD               EVEN             WD SUB        STREET NAME                   ODD               EVEN             WD SUB,,,,,,,,,,,,,
NEWCASTLE ST,,,98,130,3.0,37.0,NORANDA DR,1.0,49.0,2.0,50.0,5.0,28.0
NEWCROSS DR,,,4,12,2.0,44.0,NORBERT CRES,1.0,57.0,2.0,34.0,2.0,51.0
NEWDAWN CRES,3.0,69.0,2,70,23.0,25.0,NORBROOK CRES,1.0,69.0,2.0,24.0,1.0,24.0
NEWELL CRT,1.0,29.0,4,48,2.0,34.0,NORBURY CRES,7.0,37.0,6.0,30.0,21.0,39.0
NEWGALE GT,19.0,19.0,10,10,23.0,35.0,NORBY CRES,1.0,23.0,2.0,18.0,2.0,20.0
NEWGATE RD,3.0,31.0,,,8.0,57.0,NORCAP AVE,1.0,31.0,2.0,30.0,22.0,40.0
NEWHOLM RD,1.0,9.0,2,10,3.0,30.0,NORCREST DR,7.0,11.0,4.0,14.0,5.0,6.0
NEWINGTON CRES,3.0,67.0,4,58,2.0,49.0,NORCROSS RD,1.0,31.0,2.0,34.0,6.0,25.0
NEWLANDS AVE,55.0,137.0,46,120,20.0,44.0,NORDALE CRES,1.0,51.0,2.0,46.0,5.0,28.0
NEWLIN CRES,1.0,105.0,2,100,6.0,51.0,NORDEN CRES,1.0,79.0,2.0,84.0,16.0,24.0
NEWLOVE CRT,1.0,11.0,4,24,1.0,42.0,NORDIC PL,1.0,9.0,2.0,10.0,16.0,19.0
NEWMAINS CRT,5.0,13.0,6,10,25.0,36.0,NORDIN AVE,1.0,99.0,4.0,122.0,3.0,33.0
NEWMAN AVE,1.0,37.0,,,19.0,36.0,NOREEN DR,3.0,5.0,,,21.0,56.0
NEWMAN AVE,,,2,22,19.0,37.0,NOREEN DR,,,4.0,26.0,21.0,55.0
NEWMAN AVE,,,24,44,19.0,36.0,NORELCO DR,,,2.0,220.0,7.0,48.0
NEWMARKET AVE,7.0,115.0,2,80,19.0,27.0,NORFIELD CRES,1.0,95.0,4.0,110.0,1.0,51.0
NEWMILL GT,,,28,36,23.0,15.0,NORFINCH DR,,,20.0,20.0,7.0,14.0
NEWPORT AVE,21.0,21.0,2,106,20.0,56.0,NORFINCH DR,,,22.0,22.0,7.0,15.0
NEWPORT AVE,113.0,125.0,114,130,20.0,57.0,NORFINCH DR,25.0,147.0,30.0,148.0,7.0,14.0
NEWSTEAD RD,1.0,45.0,,,2.0,19.0,NORFINCH DR,149.0,311.0,150.0,320.0,7.0,9.0
NEWSTEAD RD,,,4,48,2.0,20.0,NORFINCH DR,355.0,529.0,350.0,500.0,7.0,6.0
NEWTON DR,11.0,85.0,10,86,18.0,11.0,NORFOLK AVE,3.0,35.0,4.0,26.0,3.0,85.0
NEWTON DR,89.0,199.0,88,198,18.0,12.0,NORFOLK ST,7.0,27.0,22.0,26.0,9.0,41.0
NEWTON DR,203.0,293.0,208,298,18.0,13.0,NORGROVE CRES,7.0,89.0,4.0,62.0,2.0,19.0
NIAGARA ST,1.0,49.0,10,38,10.0,52.0,NORHAM CRES,1.0,15.0,4.0,16.0,2.0,6.0
NIAGARA ST,51.0,201.0,60,122,10.0,44.0,NORHEAD AVE,1.0,41.0,2.0,38.0,23.0,29.0
NIAGARA ST,,,166A,168B,10.0,45.0,NORLINGTON DR,1.0,9.0,2.0,10.0,15.0,3.0
NIAGARA ST,,,180,180,10.0,44.0,NORLONG BLVD,1.0,51.0,2.0,46.0,19.0,17.0
NIAGARA ST,,,198,198,10.0,45.0,NORMA CRES,1.0,25.0,2.0,18.0,4.0,37.0
NIAGARA ST,215.0,289.0,208,250,10.0,12.0,NORMAN AVE,1.0,59.0,2.0,52.0,9.0,4.0
NIAGARA ST,,,254,260,10.0,43.0,NORMAN WESLEY WAY,1.0,87.0,22.0,88.0,6.0,53.0
NIANTIC CRES,1.0,45.0,2,60,16.0,7.0,NORMANDALE CRES,3.0,35.0,2.0,32.0,15.0,1.0
NICHOLAS AVE,25.0,55.0,,,13.0,63.0,NORMANDY BLVD,1.0,127.0,2.0,98.0,19.0,51.0
NICKLE ST,7.0,69.0,2,54,5.0,45.0,NORMANNA AVE,1.0,21.0,4.0,20.0,12.0,54.0
NICOLAN RD,1.0,11.0,2,12,20.0,29.0,NORRIS CRES,7.0,29.0,8.0,24.0,3.0,62.0
NIGHTINGALE PL,1.0,27.0,2,28,24.0,33.0,NORRIS GLEN RD,,,400.0,400.0,3.0,85.0
NIGHTSTAR RD,1.0,99.0,2,98,25.0,1.0,NORRIS PL,3.0,7.0,2.0,22.0,7.0,59.0
NILE ST,17.0,19.0,18,20,5.0,4.0,NORSEMAN ST,1.0,23.0,2.0,24.0,3.0,28.0
NINA ST,1.0,51.0,,,12.0,62.0,NORSEMAN ST,31.0,279.0,28.0,236.0,3.0,26.0
NINA ST,,,2,72,12.0,48.0,NORTH BEATRICE ST,,,270.0,272.0,11.0,60.0
NINETEENTH ST,3.0,41.0,4,44,3.0,75.0,NORTH BONNINGTON,1.0,163.0,4.0,160.0,20.0,42.0
NINTH ST,1.0,125.0,,,3.0,70.0,AVE,,,,,,
NINTH ST,,,4,150,3.0,77.0,NORTH CARSON ST,87.0,139.0,80.0,138.0,3.0,82.0
NINTH ST,199.0,201.0,,,3.0,68.0,NORTH CARSON ST,141.0,211.0,140.0,210.0,3.0,84.0
NINTH ST,,,250,250,3.0,71.0,NORTH DR,1.0,25.0,2.0,42.0,20.0,64.0
NIPIGON AVE,5.0,73.0,8,74,18.0,11.0,NORTH DR,7.0,111.0,6.0,106.0,2.0,34.0
NIPIGON AVE,81.0,171.0,80,170,18.0,12.0,NORTH EDGELY AVE,1.0,97.0,2.0,92.0,20.0,42.0
NIPISSING DR,3.0,27.0,4,26,2.0,68.0,NORTH HEIGHTS RD,,,2.0,86.0,2.0,31.0
NISKA RD,309.0,325.0,310,320,7.0,17.0,NORTH HEIGHTS RD,5.0,81.0,,,2.0,43.0
NIVEN ST,,,2,2,1.0,37.0,NORTH HILLS TER,1.0,87.0,2.0,88.0,16.0,31.0
NIXON HTS,15.0,43.0,50,50,20.0,48.0,NORTH KINGSLEA DR,1.0,19.0,2.0,18.0,3.0,29.0
NOBERT RD,3.0,27.0,2,24,22.0,48.0,NORTH PARK DR,1.0,83.0,12.0,90.0,5.0,9.0
NOBLE ST,11.0,55.0,4,64,4.0,59.0,NORTH QUEEN ST,15.0,101.0,10.0,130.0,3.0,33.0
NOEL AVE,1.0,23.0,2,26,15.0,54.0,NORTH QUEEN ST,165.0,219.0,148.0,320.0,3.0,85.0
NOGANOSH RD,1.0,15.0,2,16,20.0,57.0,NORTH VIEW TER,,,2.0,2.0,11.0,20.0
NOMAD CRES,3.0,33.0,2,32,15.0,13.0,NORTH WIND PL,65.0,75.0,30.0,70.0,23.0,29.0
NOOTKA CRES,5.0,49.0,4,46,17.0,32.0,NORTH WOODROW BLVD,5.0,131.0,2.0,90.0,20.0,42.0
NORA RD,1.0,19.0,4,20,3.0,9.0,NORTH WOODROW BLVD,,,94.0,116.0,20.0,44.0
STREET NAME                   ODD               EVEN             WD SUB        STREET NAME                   ODD               EVEN             WD SUB,,,,,,,,,,,,,
NORTH WOODROW BLVD,,,118.0,146.0,20.0,6.0,NORWICH PL,1,5,2.0,4.0,1.0,14.0
NORTH YORK BLVD,1.0,1.0,,,18.0,55.0,NORWIN ST,9,29,8.0,18.0,18.0,9.0
NORTHAMPTON DR,3.0,51.0,4.0,60.0,2.0,65.0,NORWOOD RD,1,53,4.0,10.0,19.0,44.0
NORTHBROOK RD,1.0,39.0,2.0,40.0,14.0,6.0,NORWOOD RD,,,16.0,66.0,19.0,47.0
NORTHBROOK RD,41.0,71.0,42.0,72.0,14.0,5.0,NORWOOD TER,1,45,2.0,58.0,19.0,44.0
NORTHCLIFFE BLVD,3.0,97.0,2.0,98.0,9.0,10.0,NOTLEY PL,3,67,2.0,50.0,19.0,10.0
NORTHCLIFFE BLVD,99.0,379.0,110.0,382.0,9.0,8.0,NOTTAWA AVE,1,9,2.0,14.0,10.0,95.0
NORTHCLIFFE BLVD,403.0,629.0,402.0,652.0,12.0,4.0,NOTTAWASAGA CRT,1,5,2.0,16.0,1.0,21.0
NORTHCLIFFE BLVD,633.0,659.0,,,12.0,3.0,NOTTINGHAM DR,1,49,2.0,56.0,2.0,41.0
NORTHCLIFFE BLVD,,,670.0,694.0,12.0,2.0,NOTTINGHILL GT,1,1,2.0,2.0,2.0,30.0
